40.61205,-74.0344
40.61142,-74.03493
40.61134,-74.03499
40.61133,-74.03512
40.61134,-74.03521
40.61134,-74.03526
40.61135,-74.03535
40.6114,-74.03558
40.61145,-74.03574
40.61158,-74.036
40.61171,-74.0362
40.61176,-74.03629
40.61188,-74.03647
40.61201,-74.03669
40.61235,-74.0372
40.61242,-74.03729
40.61268,-74.03766
40.61275,-74.03775
40.61282,-74.03786
40.61287,-74.03791
40.61294,-74.03801
40.61296,-74.03814
40.61336,-74.03856
40.61374,-74.03891
40.61385,-74.039
40.61435,-74.03936
40.6147,-74.03958
40.61519,-74.03984
40.61546,-74.03995
40.616,-74.04013
40.61635,-74.04022
40.61698,-74.04035
40.61716,-74.04038
40.61965,-74.04095
40.62038,-74.04109
40.62136,-74.04122
40.62176,-74.04126
40.62268,-74.04132
40.62319,-74.04134
40.62405,-74.04135
40.62413,-74.04134
40.62502,-74.04133
40.62695,-74.0412
40.62845,-74.04102
40.62891,-74.04094
40.63004,-74.04066
40.63006,-74.04065
40.63035,-74.04055
40.63074,-74.0404
40.63291,-74.03941
40.63486,-74.03845
40.63488,-74.03845
40.63753,-74.03706
40.63756,-74.03705
40.6377,-74.03698
40.63783,-74.03693
40.63785,-74.03693
40.63826,-74.03674
40.63863,-74.03659
40.63886,-74.03648
40.63889,-74.03647
40.63901,-74.03641
40.63902,-74.03641
40.63954,-74.03617
40.63975,-74.03605
40.63991,-74.03594
40.64023,-74.03568
40.64045,-74.03546
40.64055,-74.03535
40.64069,-74.03517
40.64083,-74.03497
40.64091,-74.03484
40.64118,-74.03432
40.64139,-74.03372
40.64144,-74.03355
40.64156,-74.03294
40.64162,-74.03235
40.64164,-74.03206
40.64164,-74.03137
40.64163,-74.03135
40.64163,-74.03119
40.64157,-74.0306
40.64147,-74.03007
40.64146,-74.02997
40.64136,-74.02959
40.64125,-74.02923
40.64124,-74.02921
40.64116,-74.02899
40.64103,-74.02869
40.64099,-74.02857
40.6409,-74.02835
40.64085,-74.02825
40.64075,-74.028
40.64067,-74.02784
40.64046,-74.02736
40.64032,-74.02701
40.64023,-74.02675
40.64018,-74.02657
40.64013,-74.02642
40.64009,-74.02627
40.64008,-74.02625
40.63998,-74.02571
40.63994,-74.02525
40.63993,-74.02502
40.63993,-74.02473
40.63997,-74.02423
40.64002,-74.02393
40.64015,-74.02337
40.64016,-74.02336
40.64017,-74.02332
40.64017,-74.0233
40.64024,-74.0231
40.6404,-74.0227
40.64052,-74.02248
40.64052,-74.02247
40.64053,-74.02246
40.64059,-74.02235
40.6406,-74.02231
40.64061,-74.02231
40.64091,-74.02179
40.64119,-74.02138
40.64151,-74.02094
40.64198,-74.02042
40.64208,-74.02032
40.64253,-74.01983
40.64434,-74.01798
40.64447,-74.01776
40.64471,-74.01752
40.64479,-74.01743
40.64521,-74.01703
40.64524,-74.01699
40.64684,-74.01536
40.64685,-74.01536
40.6504,-74.01163
40.65044,-74.0116
40.6515,-74.01048
40.65155,-74.01042
40.65206,-74.00989
40.65212,-74.00982
40.6526,-74.00932
40.65267,-74.00924
40.65323,-74.00866
40.65329,-74.00859
40.65375,-74.00812
40.65393,-74.00795
40.65436,-74.00749
40.65441,-74.00745
40.65602,-74.00578
40.65603,-74.00576
40.65605,-74.00575
40.65659,-74.00518
40.65662,-74.00516
40.65715,-74.0046
40.65716,-74.0046
40.65772,-74.00402
40.65779,-74.00394
40.65827,-74.00345
40.65827,-74.00344
40.6594,-74.00226
40.65941,-74.00226
40.65995,-74.00169
40.65996,-74.00169
40.66051,-74.00112
40.66051,-74.00111
40.66059,-74.00104
40.66107,-74.00054
40.66107,-74.00053
40.66108,-74.00053
40.66111,-74.00049
40.66161,-73.99996
40.66163,-73.99993
40.66423,-73.99723
40.66466,-73.99676
40.66484,-73.99658
40.66503,-73.99642
40.66532,-73.99622
40.66542,-73.99617
40.66552,-73.99611
40.66562,-73.99606
40.66573,-73.99602
40.66574,-73.99601
40.66583,-73.99598
40.66616,-73.99589
40.66626,-73.99588
40.66637,-73.99586
40.66647,-73.99585
40.6667,-73.99584
40.6668,-73.99583
40.66712,-73.99586
40.66758,-73.99595
40.66804,-73.99613
40.6685,-73.99637
40.66886,-73.9966
40.66984,-73.99717
40.67016,-73.99737
40.67066,-73.99766
40.67198,-73.99848
40.67204,-73.99851
40.67206,-73.99853
40.67208,-73.99853
40.67209,-73.99854
40.6722,-73.99861
40.67224,-73.99864
40.67239,-73.99873
40.67275,-73.99897
40.67314,-73.99921
40.67352,-73.99946
40.67359,-73.9995
40.67366,-73.99955
40.67562,-74.00081
40.67592,-74.00095
40.67618,-74.0011
40.67627,-74.00114
40.67645,-74.00124
40.67699,-74.00157
40.6774,-74.00187
40.67751,-74.00194
40.67819,-74.00245
40.67831,-74.00255
40.67836,-74.00258
40.67844,-74.00266
40.67853,-74.00274
40.67854,-74.00274
40.67868,-74.00285
40.67911,-74.00322
40.67917,-74.00326
40.67925,-74.0033
40.6793,-74.00333
40.67948,-74.00338
40.6795,-74.00338
40.67958,-74.00339
40.67972,-74.00339
40.67978,-74.00338
40.67984,-74.00336
40.67985,-74.00336
40.67996,-74.00332
40.68041,-74.00312
40.68127,-74.00271
40.68158,-74.00254
40.68161,-74.00252
40.68307,-74.00181
40.68336,-74.00168
40.6894,-73.99879
40.68954,-73.99873
40.68964,-73.9987
40.68971,-73.99869
40.68973,-73.99868
40.68981,-73.99867
40.68989,-73.99865
40.68998,-73.99865
40.69006,-73.99864
40.69028,-73.99866
40.69046,-73.99869
40.6907,-73.99876
40.69186,-73.99924
40.69193,-73.99926
40.692,-73.99929
40.69221,-73.99936
40.69232,-73.99938
40.69253,-73.9994
40.69274,-73.9994
40.6931,-73.99933
40.6933,-73.99926
40.69347,-73.99922
40.69388,-73.99906
40.69392,-73.99904
40.69398,-73.99902
40.69448,-73.99881
40.69625,-73.99796
40.69755,-73.99737
40.69949,-73.99641
40.69955,-73.99637
40.69964,-73.99632
40.6997,-73.99628
40.70002,-73.99601
40.70011,-73.99592
40.70027,-73.99574
40.70035,-73.99564
40.7005,-73.99542
