40.72301,-74.00962
40.72279,-74.00966
40.72214,-74.00977
40.72147,-74.0099
40.72112,-74.00996
40.72076,-74.01002
40.7203,-74.0101
40.72011,-74.01013
40.7198,-74.01018
40.71945,-74.01024
40.71916,-74.01029
40.7188,-74.01035
40.71845,-74.01041
40.71812,-74.01048
40.71747,-74.01064
40.71688,-74.01079
40.71629,-74.01094
40.716,-74.01102
40.71558,-74.01113
40.71553,-74.01114
40.71535,-74.01119
40.71524,-74.01122
40.71519,-74.01124
40.71518,-74.01124
40.71509,-74.01129
40.71492,-74.01137
40.7143,-74.01154
40.71406,-74.01102
40.71395,-74.01078
40.71385,-74.01058
40.71328,-74.00926
40.71256,-74.00767
40.71245,-74.00773
40.712,-74.00812
40.71138,-74.00865
40.71091,-74.00906
40.71043,-74.00946
40.71034,-74.00953
40.70995,-74.00987
40.70981,-74.00998
40.70915,-74.01055
40.70881,-74.01086
40.7086,-74.01103
40.70831,-74.01124
40.70807,-74.01144
40.70792,-74.01157
40.70774,-74.01172
40.70765,-74.01179
40.70744,-74.01197
40.70723,-74.01213
