40.88606,-73.8788
40.88428,-73.88008
40.88361,-73.88061
40.88286,-73.88126
40.88274,-73.88138
40.88264,-73.88146
40.88255,-73.88155
40.88126,-73.88299
40.88112,-73.88317
40.88083,-73.88351
40.88048,-73.88389
40.88023,-73.88421
40.87997,-73.88451
40.87993,-73.88455
40.87993,-73.88456
40.87989,-73.88461
40.87988,-73.88461
40.87984,-73.88467
40.87982,-73.88468
40.87982,-73.88469
40.87978,-73.88472
40.87971,-73.88481
40.87949,-73.88505
40.87939,-73.88517
40.87915,-73.88543
40.87891,-73.88574
40.8774,-73.88744
40.87712,-73.88767
40.87693,-73.88779
40.87675,-73.88788
40.87493,-73.88869
40.87344,-73.88941
40.87234,-73.88988
40.87227,-73.88992
40.87218,-73.88998
40.87205,-73.89011
40.87201,-73.89018
40.87196,-73.89025
40.87189,-73.8904
40.87186,-73.89049
40.87182,-73.89065
40.87179,-73.89097
40.87185,-73.89139
40.87185,-73.89152
40.87186,-73.89161
40.87186,-73.89183
40.87184,-73.89207
40.8718,-73.89226
40.87168,-73.89257
40.8713,-73.89337
40.87097,-73.89412
40.87091,-73.89423
40.87065,-73.89478
40.87065,-73.89479
40.87054,-73.89499
40.87037,-73.89521
40.87014,-73.89541
40.8693,-73.89608
40.86926,-73.8961
40.86911,-73.89622
40.86855,-73.89663
40.8676,-73.89736
40.86755,-73.89741
40.86748,-73.89746
40.86737,-73.89756
40.86566,-73.89886
40.86564,-73.89889
40.86555,-73.89895
40.86545,-73.89904
40.86527,-73.89917
40.8622,-73.90158
40.8621,-73.90165
40.862,-73.90173
40.86158,-73.90201
40.86072,-73.90254
40.86064,-73.9026
40.85971,-73.90317
40.85703,-73.90475
40.85643,-73.90513
40.85608,-73.90538
40.85596,-73.90548
40.85387,-73.90738
40.8538,-73.90745
40.85084,-73.91014
40.84944,-73.91119
40.84868,-73.9117
40.84771,-73.91242
40.84601,-73.9136
40.84542,-73.91405
40.84539,-73.91397
40.84526,-73.91405
40.8451,-73.91416
40.84508,-73.91418
40.84501,-73.91423
40.84491,-73.91429
40.84436,-73.91468
40.8443,-73.91473
40.84336,-73.91543
40.84229,-73.91617
40.84136,-73.91684
40.8413,-73.91689
40.839,-73.91852
40.83894,-73.91857
40.83859,-73.91882
40.83834,-73.91903
40.83824,-73.91914
40.83813,-73.91928
